centre;var;Dim.1;Dim.2;Dim.3;Dim.4;Dim.5
15;sbp;0,830466753095365;-0,404697979039237;0,0964004179386003;-0,102922359291049;0,0201219036831634
15;dbp;0,894826676850646;0,00670304373465569;0,0965959272663377;0,217770009377187;-0,170567591058175
15;hr;0,119327649872935;0,635123599570078;-0,000995332637348697;0,716499412685663;0,217785474171379
16;bmi;0,486861796797213;0,0619982586840925;0,505973774327577;-0,674581695902541;0,217245362073145
16;age;0,290502070266713;-0,71416125029645;0,154717653579796;0,343820555633567;0,509304356278975
16;egfr;0,243889987252218;0,69528355837649;-0,422127014440694;0,0446162853678922;0,526110956105751
16;sbp;0,900364612996738;-0,0602868448495607;-0,124590521316024;0,178721966653074;-0,162037613214499
16;dbp;0,897379195734697;0,0905950646055029;-0,0571867454124327;0,0826473614900522;-0,263256095844542
16;hr;-0,0359891998640193;0,536548315866497;0,69013635711713;0,483893754702674;-0,00271872886348314
17;bmi;0,208355469547035;-0,171887103435836;0,927185892765815;0,120002824078373;0,230134338296253
17;age;-0,152258952358994;0,830081969777714;-0,103528026622207;0,0623195498619144;0,521700511731302
17;egfr;0,359773263934371;-0,649368455587516;-0,275074916130672;-0,390091841132529;0,469836684214682
17;sbp;0,857585024173943;0,373986736864497;0,0182722577517772;-0,178673657880631;-0,102761759516936
17;dbp;0,92413878609363;0,196081867431913;-0,0162148260593857;-0,0819929163826945;-0,108134000509818
17;hr;0,431629095998865;-0,245826443822066;-0,256396027226848;0,819756522998568;0,117014627384946
18;bmi;0,252466926329035;0,375514554388574;-0,779358751187312;-0,107579376379154;0,419239311598675
18;age;0,163049514921732;-0,779889017131727;0,276847024573141;0,0384735684865264;0,53398729511522
18;egfr;-0,186231091775242;0,638751293089346;0,346045074196356;0,606863703454841;0,263186900689337
18;sbp;0,922179751311882;-0,07247701548405;0,0764192266386141;0,170065529473269;-0,0876163496367532
18;dbp;0,925453060689717;0,128864885635514;0,0487967489836069;0,0952550270585406;-0,105316522694603
18;hr;0,18609757306612;0,531384170902904;0,539692815743693;-0,596896640394975;0,184670198753097
19;bmi;0,313167977404759;0,732652170313996;0,0495854513877378;-0,480819695455345;-0,361493517709525
19;age;-0,231086029931894;0,60969594103015;0,641721570662362;0,276592750950083;0,285812367429114
19;egfr;0,585268496568465;0,163189996841836;-0,11009838843708;0,704890165375445;-0,348978954589366
19;sbp;0,759495681825358;-0,289100627532566;0,527458322426611;-0,0781270121380713;0,0854768657615011
19;dbp;0,919135179149266;-0,205593698639514;0,113263913859302;-0,167494643501243;0,0774019049765154
19;hr;0,543315737731615;0,41316331502813;-0,565979801035267;0,0280341454664412;0,455425244925494
2;bmi;0,483859208181539;0,0658845480478101;-0,673776540270016;-0,272607408457013;0,482917496566733
2;age;0,225729313705853;-0,724066535310438;0,142889809448207;0,520884317979499;0,363816363667782
2;egfr;0,226636620865875;0,634706598459074;-0,30836306132892;0,665448756334352;-0,0887058596411087
2;sbp;0,921528012356255;0,0460849232325002;0,308684500127439;-0,0451787002751452;-0,0475275142921383
2;dbp;0,903860484923551;0,172353964934154;0,30241247448878;-0,109785414466106;-0,0475442067233586
2;hr;-0,383991023862809;0,548283774409237;0,505624248372702;-0,0113904316460923;0,544056555509241
20;bmi;0,102223474529626;-0,146723346329594;0,935399291042666;0,245382314227838;0,180761608289419
20;age;0,378920285194528;-0,626329543467726;-0,344608300243194;0,240923230513033;0,535024566312929
20;egfr;-0,251194392865308;0,746050327129325;0,0201586346120028;-0,286581565974866;0,545384545143179
20;sbp;0,932782912424826;0,102923299355191;0,0431868089788931;-0,167060018225386;-0,0240249010875858
20;dbp;0,897373176139914;0,276624229805852;0,0292457609125357;-0,165229567297553;-0,0617158090950614
20;hr;0,154401123182274;0,618460137258318;-0,171664768248543;0,749613054145292;-0,0415804772253013
21;bmi;0,412055471281983;0,453542040654496;-0,426069255030433;0,457993663331764;0,482462832117366
21;age;-0,183345363493846;-0,75102920809213;0,252509523297945;-0,0083560467968196;0,581344185426552
21;egfr;0,182199662780472;0,570296212296075;0,256697130205906;-0,688380861109518;0,319050052406403
21;sbp;0,892859921793801;-0,29326418179058;-0,0164202054820146;-0,0782677667051243;-0,0464959837375751
21;dbp;0,902590979504732;-0,229094853283707;0,0915101232067627;-0,0609714722536115;-0,11827572724701
21;hr;0,130468924611003;0,307604301464115;0,82130836455518;0,460541670246102;-0,0159156345133956
22;bmi;0,363736035349137;-0,292026293113161;-0,830220137074036;0,215287578423763;0,213694014884414
22;age;-0,279949809800133;0,740042502969465;0,0941686744928714;0,291538823173164;0,528394035018066
22;egfr;0,462388449238255;-0,554982586700727;0,296359563952015;-0,41025775537518;0,4712095367205
22;sbp;0,805138000199264;0,499192516049269;0,0975605222818311;-0,0100215744375575;-0,0751249731744022
22;dbp;0,895874941226205;0,297964138223507;0,0516392391354203;0,0840184963175119;-0,0975297058735405
22;hr;0,176186032211304;-0,561024537646187;0,377432078347088;0,714049340512188;0,00098838189503598
23;bmi;0,370368728845048;-0,0474561670359588;-0,82266428300661;0,369411977250394;0,216772542042952
23;age;-0,0446111046343759;0,747983331559985;0,287398531041525;0,244954429220993;0,543994253670292
23;egfr;0,202127126345024;-0,758273903046249;0,164876150895907;-0,215598893516489;0,551136304779823
23;sbp;0,821544694732784;0,351388267040549;-0,0464884255919672;-0,305095217449122;-0,0911032058555251
23;dbp;0,910661458425269;0,0639574879065303;0,145499436110055;-0,175444767119911;-0,00947194735690565
23;hr;0,471367086888048;-0,302762797461632;0,402819679450046;0,696076544029092;-0,178090692542454
24;bmi;0,276295146795065;0,144089054719673;0,657103691211324;0,685516545766235;-0,0331990799891783
24;age;0,0527068115765716;-0,807291769218476;0,174039703028936;-0,0186195806530504;0,560956113151159
24;egfr;0,20549983072863;0,739423531300823;-0,31118926697654;0,182924405818381;0,528629386298343
24;sbp;0,913868382116373;-0,200091186480808;-0,140340958621883;-0,0555314694478403;-0,103633580690961
24;dbp;0,940929223818936;-0,012217083167494;-0,0729028021857415;-0,107413860831667;-0,0501673675378405
24;hr;0,113173838231601;0,398852581793727;0,619147021972915;-0,655603420935576;0,113848591129556
25;bmi;-0,214791600711913;0,579485052590126;-0,0703382454422699;0,718829499303227;0,307420277187009
25;age;0,438904620647018;-0,705361896242761;-0,0107408009991269;0,0845655612840323;0,547637824018305
25;egfr;0,177891691145574;0,579733542112673;-0,427300942580671;-0,577485554957696;0,340640475695729
25;sbp;0,912707021324102;0,173134920107873;0,0223320363825048;0,163083507748145;-0,0561465800923599
25;dbp;0,897996980910945;0,208258273310474;0,10069058640865;0,066628564425924;-0,192657672711137
25;hr;-0,0498993738363083;0,282797548605598;0,905483082697389;-0,227106915991534;0,213934587356089
26;bmi;0,358050284119388;0,245648906858587;-0,805416893968615;0,309993881847176;0,256505585871585
26;age;0,057740315795947;0,76879715984378;0,393807684185176;-0,0542582581735674;0,497133066852312
26;egfr;0,203140789482522;-0,749655039583928;0,260833503901415;0,332357470146706;0,466498364728568
26;sbp;0,878372809615646;0,171577841671109;0,248635854825757;0,159225827477071;-0,228724974923849
26;dbp;0,941311911755959;0,0137322884764834;0,103837434900438;0,104384819217226;-0,143513861457021
26;hr;0,565250994886742;-0,254215231783761;-0,183074679925011;-0,731523132742329;0,213508234325959
27;bmi;-0,563594808367193;0,557702840924728;0,0720424937380359;0,448388436030407;0,406254785395337
27;age;0,650992302120972;-0,314411668908032;-0,523412629382936;-0,136446373882429;0,429309505967498
27;egfr;0,370565445286488;-0,529833166042166;-0,0528584118430136;0,749385926896879;-0,121958336660706
27;sbp;0,74144629352559;0,592671600297738;0,0817335250926473;-0,0125842024033694;-0,0312827424593773
27;dbp;0,788114759160653;0,461961705282679;0,24852096479876;0,119020040749532;-0,0338140760801402
27;hr;0,179353577734027;-0,49163855841666;0,805469348340939;-0,11503833235943;0,24824314116556
4;bmi;0,307592297420946;0,0847070187509464;0,820939402538229;0,416626490716639;0,222718350280745
4;age;0,58156348809191;-0,576995324284431;-0,251720452624521;-0,15912200943496;0,486329813736475
4;egfr;-0,301735398352876;0,608402779602661;-0,46572582321631;0,461348038915028;0,329641909740678
4;sbp;0,916150436793576;0,163183783116819;-0,147494535200429;0,142805688814991;-0,0800486418785917
4;dbp;0,867716784929967;0,306454468076415;-0,155953853067154;0,0561785970990072;-0,234282769792416
4;hr;0,114732417645022;0,676916460125487;0,207454702941374;-0,662281173064858;0,215756031013246
5;bmi;0,406377807618503;0,0969468970707626;-0,726312550654427;0,398943442865305;0,372492342415225
5;age;-0,107554781198877;-0,756289972163494;0,252803236630255;-0,10105124370791;0,582517164901644
5;egfr;0,233115098534403;0,68110206780726;0,0219679482649843;-0,574510939949115;0,3885407108167
5;sbp;0,892760742414434;-0,29195396813893;0,136043144147882;-0,0743187004036145;-0,0790179751922497
5;dbp;0,924567594517808;-0,129669047165709;0,0564628189109721;-0,0983131790628679;-0,167838169639106
5;hr;0,222223219265751;0,454578936831546;0,646056554318635;0,531820510506151;0,208920821978741
7;bmi;0,443294677325263;-0,297032871336345;-0,60872757224611;0,225940084345513;0,541881014231156
7;age;-0,193112814171189;0,735189499303508;0,187445784185667;-0,291228834557248;0,540691281895042
7;egfr;0,0453723380598731;-0,329510402122997;0,745589076202881;0,494489063593221;0,298010346608204
7;sbp;0,627812246668444;0,601425883635533;0,0198064090171735;0,303855813379434;-0,117250561920049
7;dbp;0,868569626066028;0,123180506231496;0,149364640280217;-0,0394127164118935;-0,157419030747567
7;hr;0,496822084646845;-0,394457344246638;0,261756600817139;-0,675022114400302;0,122822130417722
8;bmi;0,248350035740467;-0,692088118329894;-0,427174070287424;0,130907396402805;0,509623573591064
8;age;-0,208343563489197;0,755682076007013;0,104431220346145;0,331308943527527;0,513496149906641
8;egfr;0,0148784624857611;-0,487754988284949;0,828537771639914;0,250914119965965;0,108098853837172
8;sbp;0,880819498817189;0,198896803706444;-0,0503068137520591;0,27206857298909;-0,0876360309092389
8;dbp;0,909796889188938;0,0857500170627947;0,0264483092269642;0,211048258007682;-0,118343587469481
8;hr;0,550855554920025;0,151348874174213;0,246466667824079;-0,724096064987899;0,297120345523604
9;bmi;0,197157922253164;-0,425432661297547;0,774930570815239;-0,178536661542902;0,382881098405428
9;age;-0,473847467419673;0,626041640534569;-0,052069140169908;0,327975900560163;0,517363333766606
9;egfr;0,461906006562682;-0,39370830645016;0,0237460984062538;0,792316606766283;-0,00792912920864385
9;sbp;0,549303203883189;0,704118141934105;0,282494428087142;-0,0302474213169427;-0,0443336212065463
9;dbp;0,834260792827242;0,396460040906894;-0,0139333492519482;-0,0394102719620718;-0,0317043833634587
9;hr;0,537545692042348;-0,288614576612016;-0,617577350664532;-0,234160340908548;0,416947067951773
